,ID,h,j,v,z,label
6577,GDS_wide2_3181,765.991462204,608.075148706,362.256028391,327.121384386,spheroid
6578,GDS_wide2_3186,1758.06074374,2233.19496491,1266.95124404,1109.62658191,spheroid
6579,GDS_wide2_3189,874.184095127,751.475138802,172.886110375,228.681045048,spheroid
6580,GDS_wide2_3197,898.164667614,972.269211617,373.282814903,357.052666248,disk
6581,GDS_wide2_320,5905.0048359,6555.13673399,5048.1754319,3308.63705186,disk
6582,GDS_wide2_3206,428.497724102,492.871739759,422.461920839,485.382322915,disk
6583,GDS_wide2_3207,789.571214008,899.82746769,670.359445385,397.446275048,disk
6584,GDS_wide2_3208,407.863502813,549.525144689,350.152256136,224.269224782,disk
6585,GDS_wide2_321,648.556995535,688.472810492,117.314781982,271.246467076,spheroid
6586,GDS_wide2_3210,328.366132134,388.333583702,1.15932709328,69.764739775,spheroid
6588,GDS_wide2_3213,872.764170001,894.208699992,804.118890135,614.485543887,disk
6589,GDS_wide2_3214,205.348292815,186.965274338,236.118992875,166.04607431,disk
6590,GDS_wide2_3215,2160.25308414,2607.43507441,1573.65435121,1440.6176107,disk
6591,GDS_wide2_322,1080.03762619,1301.45369646,1248.54180771,976.684179891,pointsource
6592,GDS_wide2_3221,512.781947945,525.127410677,383.533727456,300.056181327,disk
6593,GDS_wide2_3226,361.785818558,345.45618293,604.479762497,414.603884525,disk
6594,GDS_wide2_3227,520.750519097,375.767779743,107.70937836,196.522185873,disk
6595,GDS_wide2_3232,6570.27638287,6306.48717379,1813.78013537,3031.64930017,spheroid
6596,GDS_wide2_3239,270.09855037,308.940725559,111.631115564,169.691331157,spheroid
6598,GDS_wide2_3241,153.053864936,230.192782971,204.972468878,195.812167852,disk
6599,GDS_wide2_3246,206.19807754,243.852431298,281.834095538,246.695014378,disk
6600,GDS_wide2_325,757.183784354,929.82263375,705.437837759,608.605649267,disk
6601,GDS_wide2_3250,871.988022516,947.685018819,888.145775435,675.286282393,disk
6602,GDS_wide2_3251,276.832762706,301.54708629,328.284483092,291.534777502,disk
6603,GDS_wide2_3255,291.919979604,326.694014814,163.049671692,169.316828901,disk
6604,GDS_wide2_3257,358.713100717,426.757126646,293.713874694,279.559043082,disk
6605,GDS_wide2_3258,461.457321474,586.239690942,500.551439078,487.642778319,disk
6606,GDS_wide2_3259,263.65360635,772.263075331,494.222053684,347.13966753,irregular
6607,GDS_wide2_3260,1820.66259611,1955.64281195,875.527973409,740.316668318,disk
6608,GDS_wide2_3261,485.415826163,347.818141754,51.5176180151,120.454401627,disk
6609,GDS_wide2_3262,717.406403064,756.810769539,831.213963343,667.974677645,spheroid
6610,GDS_wide2_3268,4301.61512946,5474.63657932,3676.50874009,2119.97412461,spheroid
6612,GDS_wide2_3275,1191.34669682,942.489913701,115.736600434,244.690159557,disk
6613,GDS_wide2_3276,218.834350122,267.25383485,203.219785323,141.314538991,irregular
6614,GDS_wide2_3281,391.697787131,408.591655805,312.786255867,367.592733491,spheroid
6615,GDS_wide2_3282,658.311632881,797.009048645,612.316972504,578.805901869,spheroid
6616,GDS_wide2_3284,449.609486982,577.671776708,209.016233976,184.838816396,disk
6617,GDS_wide2_3285,593.985823653,821.15823436,535.452038048,517.696020158,disk
6618,GDS_wide2_3286,1579.95153169,1552.59942803,1513.55024615,980.615451194,disk
6619,GDS_wide2_3287,1167.92888441,1249.61720314,194.587410958,85.5694787145,disk
6620,GDS_wide2_3291,368.828360344,315.398239032,211.120455601,145.420938715,spheroid
6621,GDS_wide2_3294,243.598518809,275.389678108,361.96811759,447.092194609,irregular
6622,GDS_wide2_3295,9862.38150239,10370.7866705,8090.8251988,6394.58150728,disk
6623,GDS_wide2_33,450.353494028,492.746975739,nan,inf,disk
6624,GDS_wide2_330,729.452689224,761.663342958,108.344277651,288.885251052,spheroid
6625,GDS_wide2_3301,377.90068319,242.372138659,150.76235784,118.069912058,disk
6626,GDS_wide2_3302,2120.59256653,2139.27212135,608.791258689,667.885347551,disk
6627,GDS_wide2_3304,319.334216744,403.921016004,196.622196886,223.26767046,disk
6628,GDS_wide2_3306,453.417472148,397.257442562,177.703308639,159.855409452,disk
6629,GDS_wide2_3313,466.733651222,366.228622319,329.337548995,203.036793298,spheroid
6630,GDS_wide2_3314,252.882473079,307.561709724,201.509948891,197.997472906,disk
6631,GDS_wide2_3315,10531.5202251,13839.9996,12528.3371532,7834.64577586,pointsource
6632,GDS_wide2_3318,436.337496881,425.483813296,415.185394633,400.181240416,disk
6633,GDS_wide2_332,504.000135143,661.406692784,643.181022746,491.477238474,disk
6634,GDS_wide2_3327,4260.97425113,4512.39097853,906.446271567,1567.61561704,disk
6635,GDS_wide2_3328,987.429589806,940.696101905,323.653300007,427.577983213,spheroid
6636,GDS_wide2_3329,2957.19203136,3274.83754728,2020.34325426,1372.56943768,disk
6637,GDS_wide2_333,3080.69731792,2693.04864262,nan,nan,disk
6638,GDS_wide2_3335,363.725968127,372.345935782,304.679142262,339.5821914,disk
6639,GDS_wide2_3337,371.157547144,366.349767951,408.277178075,670.813147,disk
6640,GDS_wide2_3339,632.255663895,685.361966478,591.703417148,568.77966963,disk
6642,GDS_wide2_3341,246.419147493,304.435925479,189.197206551,255.381512184,spheroid
6643,GDS_wide2_3343,10211.8071106,10728.1825029,2913.12364557,6402.94021622,pointsource
6644,GDS_wide2_3344,877.966646475,980.915148461,441.87976609,505.927043829,disk
6646,GDS_wide2_335,3072.76753186,2930.64330596,488.22979011,1010.9095019,spheroid
6647,GDS_wide2_3357,756.885194558,824.749694636,378.050749128,455.749320784,disk
6648,GDS_wide2_3358,818.362859292,940.972687566,745.247681888,686.675934969,disk
6650,GDS_wide2_3365,514.637129975,675.265339765,569.108018666,514.315269453,spheroid
6651,GDS_wide2_3367,14907.5738364,16949.6780077,11997.4904345,9706.34461983,disk
6652,GDS_wide2_3371,1027.46388828,1171.33953527,508.600030768,577.844441703,disk
6653,GDS_wide2_3373,228.571234427,276.437442282,140.665372625,198.971714257,irregular
6654,GDS_wide2_3374,343.050653344,467.632396627,411.922756175,313.604991298,disk
6655,GDS_wide2_3375,2505.6090531,2902.59817242,1704.25259257,1569.74335269,disk
6656,GDS_wide2_3380,521.01386551,598.82099513,400.317313257,344.482487116,spheroid
6658,GDS_wide2_3387,1334.07412097,1489.16072062,1027.68268001,829.930726884,irregular
6659,GDS_wide2_3390,394.554567817,359.864459724,290.991373032,290.289023401,spheroid
6660,GDS_wide2_3395,514.178197253,505.822968797,282.142444376,191.623387529,spheroid
6661,GDS_wide2_3397,771.483075577,952.095626143,507.412231316,535.303917254,spheroid
6662,GDS_wide2_3404,208.101557055,254.292091169,177.190755578,199.616022396,disk
6663,GDS_wide2_3405,905.999655055,848.839455612,276.135946117,318.935790556,spheroid
6664,GDS_wide2_3409,2281.95218837,2664.67119739,3032.25175554,1924.97331861,disk
6666,GDS_wide2_3415,1658.30357832,1616.15362523,1409.38920179,940.080694337,spheroid
6667,GDS_wide2_3417,350.779081282,379.74384399,498.9660063,404.58089515,disk
6668,GDS_wide2_342,2673.64439535,3222.41700806,2414.57391353,1585.7473614,pointsource
6669,GDS_wide2_3420,709.277499959,787.533115675,698.377296833,440.700393054,spheroid
6670,GDS_wide2_3426,357.367928179,583.358268583,383.243973931,241.721973881,spheroid
6671,GDS_wide2_3427,561.040144802,657.085547355,326.640216276,313.354177469,disk
6672,GDS_wide2_3428,227.308748687,247.878986072,260.651883787,194.258839155,irregular
6674,GDS_wide2_3434,1491.42233805,1912.92900166,831.343751474,1010.05155911,disk
6675,GDS_wide2_3438,303.61326813,345.027362006,403.124546509,373.320564423,disk
6676,GDS_wide2_3440,273.050793788,285.660140478,321.038303845,194.506752866,spheroid
6677,GDS_wide2_3441,1118.35105391,1552.98789403,1140.68693263,1053.08997297,disk
6678,GDS_wide2_345,295.313384301,198.518271027,163.276788956,119.193218861,spheroid
6679,GDS_wide2_3454,251.471451095,327.637838322,265.472686284,324.42275764,disk
6680,GDS_wide2_3456,539.28174259,605.738058664,778.826206724,505.057981142,disk
6681,GDS_wide2_3458,inf,inf,inf,inf,pointsource
6682,GDS_wide2_3462,257.018051188,305.358825659,213.028089188,204.043064643,disk
6683,GDS_wide2_3466,295.171286721,318.812209798,192.831198761,142.581559125,disk
6684,GDS_wide2_3470,458.661339131,516.679641973,152.057875855,192.92798424,disk
6685,GDS_wide2_3471,429.738245153,391.074157306,209.017302098,136.427284381,irregular
6686,GDS_wide2_3479,294.178034674,321.114796888,479.785055175,296.36122865,irregular
6687,GDS_wide2_3481,625.935864483,680.678578465,588.366163806,436.503478297,disk
6688,GDS_wide2_3482,367.472725041,564.648546924,433.971648403,283.5247427,pointsource
6689,GDS_wide2_3483,648.020328272,810.909159884,334.484867437,377.662946201,spheroid
6690,GDS_wide2_3493,688.412069132,910.923277803,867.990039047,489.222236776,disk
6691,GDS_wide2_3495,463.78080658,362.744415936,395.673449278,192.47622142,disk
6692,GDS_wide2_35,3786.07842921,4105.22848225,nan,nan,disk
6693,GDS_wide2_3506,378.939315901,346.622486821,147.749503938,237.575093508,spheroid
6694,GDS_wide2_351,697.607961477,614.340606658,nan,nan,spheroid
6695,GDS_wide2_3516,556.671001491,634.154259195,311.500995206,237.18685194,spheroid
6696,GDS_wide2_3519,1458.41524727,1579.3397636,905.95786233,932.533610004,disk
6697,GDS_wide2_3521,430.109651643,338.158749114,234.180249611,192.220133618,disk
6698,GDS_wide2_3523,444.21217018,564.020978438,534.588947727,395.305034729,disk
6700,GDS_wide2_3537,7356.0167815,8167.84019269,1409.0105537,2621.40912061,spheroid
6701,GDS_wide2_3540,123.321041265,165.08661384,204.089180977,137.620310894,disk
6702,GDS_wide2_3549,338.159529796,380.246965419,418.192615434,303.036907576,disk
6703,GDS_wide2_3550,359.999544133,259.375375025,inf,98.6455475733,spheroid
6704,GDS_wide2_3551,2247.41204796,2309.68347114,993.181629964,1306.28242252,spheroid
6706,GDS_wide2_3554,351.981490297,358.295964393,162.802173247,232.725552482,disk
6708,GDS_wide2_3556,214.588159495,383.681893787,290.995109832,202.048922718,disk
6709,GDS_wide2_3558,1899.23931104,2365.76469258,1164.40616862,1092.52551401,spheroid
6710,GDS_wide2_3559,12140.7223927,13451.1437712,631.604423571,4580.41365524,pointsource
6711,GDS_wide2_3566,262.044174747,304.766657731,203.10062207,182.497122641,disk
6712,GDS_wide2_3569,840.156307486,1109.93467085,595.602890425,663.220672285,disk
6713,GDS_wide2_357,625.423518593,545.884631943,384.870622726,270.829323038,disk
6714,GDS_wide2_3571,2931.80540025,3074.27630411,453.727928122,1220.32003953,spheroid
6715,GDS_wide2_3575,874.883307395,1039.05980162,736.724896892,601.736623626,spheroid
6716,GDS_wide2_3579,1056.90507339,1162.13493876,944.181117091,748.070513492,disk
6717,GDS_wide2_358,288.95485973,302.490354095,157.305453517,179.86663023,disk
6718,GDS_wide2_3582,419.21283534,401.843681236,292.808499671,323.900291592,irregular
6719,GDS_wide2_3587,548.083138729,400.874767119,212.834013007,191.257483967,spheroid
6720,GDS_wide2_3589,2092.1786882,2598.45629409,2029.03894727,1692.71063685,disk
6721,GDS_wide2_359,751.472638603,957.878210888,940.250676908,665.955670132,disk
6722,GDS_wide2_3594,383.35953941,414.876575167,221.654258182,222.917885959,irregular
6723,GDS_wide2_3599,3160.59687699,2275.26661703,84.9508407906,337.555957416,spheroid
6724,GDS_wide2_36,932.481279455,861.28051957,254.275547401,252.302051375,disk
6725,GDS_wide2_3602,312.813686209,400.891408762,304.396546375,366.984430696,disk
6726,GDS_wide2_3608,1042.6457618,842.933679468,289.091572129,283.356359732,disk
6727,GDS_wide2_3610,1277.30632774,1360.92738307,nan,nan,disk
6728,GDS_wide2_3613,317.522290744,322.019326668,184.011484892,101.405390802,disk
6729,GDS_wide2_3615,509.334529235,459.538785716,130.353299369,189.747457338,disk
6730,GDS_wide2_3617,317.729797042,384.537494956,387.878494769,243.968686447,disk
6731,GDS_wide2_3619,2238.6265046,2356.02233839,843.360434203,1280.9391978,spheroid
6732,GDS_wide2_3620,513.430581169,442.552481495,300.547008634,236.076655825,disk
6733,GDS_wide2_3621,272.76651116,340.174257818,405.218353794,413.598938153,disk
6734,GDS_wide2_3627,695.093552171,681.768811718,248.156615348,234.391080781,spheroid
6735,GDS_wide2_3628,1181.99878713,844.303898504,308.324330859,335.401035049,irregular
6736,GDS_wide2_3629,307.013314014,233.590309355,106.815498532,148.511636491,disk
6737,GDS_wide2_3630,346.224237262,410.239248144,227.031552881,141.025698319,pointsource
6738,GDS_wide2_3632,898.711223123,984.34498256,675.85621262,651.02471282,disk
6739,GDS_wide2_3634,280.190672723,308.671276455,370.891540034,222.736200079,disk
6740,GDS_wide2_3636,794.922606301,1014.58370284,523.73638271,414.849058424,disk
6741,GDS_wide2_3638,342.873782362,381.511652079,346.298323395,180.82428675,disk
6743,GDS_wide2_3647,3940.7525394,3908.86577154,1784.1095987,2147.9741659,disk
6744,GDS_wide2_3653,383.591611838,139.941747707,52.7816896261,44.9176329096,spheroid
6745,GDS_wide2_3655,1735.00097388,1138.5624292,inf,inf,disk
6746,GDS_wide2_3657,512.766000589,295.382691287,249.335238649,166.022792523,disk
6747,GDS_wide2_366,1133.31732302,1359.84282668,696.433505591,787.749564842,spheroid
6748,GDS_wide2_3664,2427.65972565,2468.21125795,1253.99994184,1347.58473505,disk
6749,GDS_wide2_3667,339.18740558,310.104322092,139.051584095,113.293007064,disk
6750,GDS_wide2_3674,376.878300716,474.34406172,288.861462096,249.874050335,disk
6751,GDS_wide2_3676,1009.94479891,1057.02102931,691.04356467,562.342155535,disk
6752,GDS_wide2_3683,435.25186926,418.02392408,409.348046557,330.240591534,disk
6753,GDS_wide2_3685,1014.83546374,752.240332904,142.104120716,222.95771277,disk
6754,GDS_wide2_3688,1996.98851023,1851.20084893,355.573315252,468.83783589,disk
6755,GDS_wide2_3689,433.951336317,297.382874092,248.011067518,209.321196409,disk
6756,GDS_wide2_3690,1229.04229199,1342.53196409,inf,773.115321192,disk
6758,GDS_wide2_3693,814.259503833,864.558251481,334.633228963,467.627111118,spheroid
6760,GDS_wide2_3705,355.993273193,378.80360437,143.110210105,202.88651534,spheroid
6761,GDS_wide2_3707,9150.36584082,8238.53211673,2412.17049382,3999.24060743,spheroid
6762,GDS_wide2_3710,331.805779491,381.183383046,189.619975252,166.218460832,pointsource
6763,GDS_wide2_3714,2005.2226282,2265.47435448,1403.78842829,1198.36968889,disk
6764,GDS_wide2_3715,547.932729189,722.016027496,409.297995789,339.10622698,disk
6765,GDS_wide2_372,2042.97044353,2111.17923993,515.403532441,877.565442568,disk
6766,GDS_wide2_3722,379.027707489,397.964406935,nan,nan,disk
6767,GDS_wide2_3727,299.083871505,255.966078563,188.443944083,130.101266318,disk
6768,GDS_wide2_3736,4791.80605586,3998.50291165,451.983545671,1294.59347872,disk
6769,GDS_wide2_374,1275.81661925,1751.93095672,795.448572574,1049.65517501,disk
6770,GDS_wide2_3741,803.964032118,837.513968557,260.259079413,438.477139615,disk
6771,GDS_wide2_3744,2603.03914545,2264.39700997,240.73721882,657.16691893,spheroid
6772,GDS_wide2_3746,3292.1174068,3279.01333413,1925.47053696,2226.73575325,disk
6773,GDS_wide2_3748,2145.75718392,2473.57610643,2122.82469444,1802.86378104,spheroid
6774,GDS_wide2_3751,971.418632274,1099.3095822,808.885059978,806.450626509,disk
6775,GDS_wide2_3755,1619.79957181,1660.13961575,638.210204233,772.786228846,disk
6776,GDS_wide2_3758,560.005335246,472.721811571,79.3930367322,226.156820495,spheroid
6777,GDS_wide2_376,978.079189391,751.252420348,417.080730742,363.946222659,irregular
6778,GDS_wide2_3760,388.7449762,474.657133553,458.115996882,344.488744897,spheroid
6779,GDS_wide2_3768,522.335560789,567.671984298,290.754595134,325.988998333,irregular
6780,GDS_wide2_3775,486.413574816,517.884050528,173.571416075,233.484699157,spheroid
6781,GDS_wide2_3778,370.566450815,542.842302167,254.434524865,352.687177054,spheroid
6783,GDS_wide2_3788,31485.4679981,43324.5154618,7028.39250253,18547.1411216,pointsource
6784,GDS_wide2_3794,6585.25686716,6576.13932568,3226.99233753,3710.14088256,disk
6785,GDS_wide2_3795,1124.55531824,1255.75968635,771.119872159,585.168667616,spheroid
6786,GDS_wide2_380,2106.54560984,2405.84402144,1498.13761732,1185.68805141,disk
6787,GDS_wide2_3801,366.703519024,414.404969543,377.797999903,204.206404953,disk
6788,GDS_wide2_3802,1935.3685681,1871.2115957,669.145725459,1270.1406557,disk
6789,GDS_wide2_3803,4025.66019693,4441.29677913,1567.21855441,2193.59903856,spheroid
6790,GDS_wide2_3807,359.126242849,412.728633447,493.358691233,330.442576302,spheroid
6791,GDS_wide2_3812,384.469626225,391.433169663,214.017814693,215.811448479,disk
6792,GDS_wide2_3816,1351.53783386,1948.66261973,37.2194877476,475.380818676,spheroid
6793,GDS_wide2_3819,357.671563723,513.375848193,406.020543701,297.243835423,disk
6794,GDS_wide2_3821,352.728588553,325.948441794,290.212244375,317.890085077,disk
6795,GDS_wide2_3822,256.361317176,266.696456998,125.899374911,75.8506653011,disk
6796,GDS_wide2_3828,1567.05623904,1299.14563033,323.050451596,484.365179695,disk
6797,GDS_wide2_3830,5159.86840933,4674.62168786,397.898955543,1532.25987818,spheroid
6798,GDS_wide2_3831,272.211576381,247.115627388,nan,nan,irregular
6799,GDS_wide2_384,2452.5674483,3079.77730197,1431.42192605,1622.24892053,disk
6800,GDS_wide2_3843,1735.5604868,2220.63080769,1633.66568023,1216.88942269,disk
6803,GDS_wide2_3852,353.14050644,386.710904377,231.027036745,225.54818714,disk
6804,GDS_wide2_3854,543.944929999,548.045203788,295.554908724,383.340951783,irregular
6805,GDS_wide2_386,1238.18971108,1369.93207314,1779.61007382,844.804119389,spheroid
6806,GDS_wide2_3866,1365.78655785,1187.07098977,875.239799604,928.897004952,disk
6807,GDS_wide2_3871,459.203284983,441.803965583,255.078252844,263.225856786,pointsource
6808,GDS_wide2_3879,9684.76983337,8909.68184423,3065.19572814,4602.32586828,disk
6809,GDS_wide2_388,1418.82449891,1266.66200327,655.483060986,452.00132854,spheroid
6810,GDS_wide2_3885,895.960054779,1056.49341606,624.360359471,634.855995237,disk
6811,GDS_wide2_3888,330.942602434,175.547915884,182.419365133,115.79274563,spheroid
6812,GDS_wide2_3896,459.047618891,548.509811003,229.859627214,309.088291735,disk
6813,GDS_wide2_3897,523.682658766,577.243904923,848.702992895,463.197637504,disk
6814,GDS_wide2_3899,2.69839703779,2.36547831206,nan,nan,irregular
6816,GDS_wide2_3901,986.830823587,1531.0467153,1033.49865741,804.653498412,disk
6817,GDS_wide2_3902,2142.71541185,2078.77027658,2416.17714685,1720.1095051,disk
6818,GDS_wide2_3907,407.164907268,365.18019319,350.457748119,316.465672519,spheroid
6819,GDS_wide2_391,804.018183065,1035.22394264,1068.4610792,814.116794508,disk
6820,GDS_wide2_3914,507.150493284,651.183891898,nan,nan,disk
6821,GDS_wide2_3920,824.563704916,922.439147012,984.713519907,828.318554272,disk
6822,GDS_wide2_3923,inf,inf,inf,inf,pointsource
6823,GDS_wide2_3935,467.143663145,551.696618276,282.681844522,237.110851558,disk
6824,GDS_wide2_3937,502.866617973,562.894097127,241.987078235,180.032409955,spheroid
6825,GDS_wide2_3938,7063.64425971,6645.39688609,nan,nan,disk
6827,GDS_wide2_3942,384.071937351,408.577230149,350.440309477,335.075645944,disk
6828,GDS_wide2_3949,10608.7605332,9660.96223166,2241.4897747,4740.3980721,disk
6829,GDS_wide2_3953,1341.13983563,1694.21293675,1034.27662884,1003.34278624,disk
6830,GDS_wide2_3955,1195.5442231,972.406313208,144.304285978,522.461448588,disk
6831,GDS_wide2_3977,3949.69522237,3561.97954132,530.906954633,2635.56297979,pointsource
6832,GDS_wide2_3978,1049.20208404,1189.22268237,1407.06181934,1065.7642563,spheroid
6833,GDS_wide2_3979,362.560881195,440.007340023,205.090124099,179.811267669,disk
6835,GDS_wide2_399,379.069837612,446.187545672,296.801682801,273.499859919,spheroid
6836,GDS_wide2_3992,8781.05254008,7937.42148166,2515.40162702,3266.19622504,spheroid
6837,GDS_wide2_3998,2006.28192515,2469.53958214,1682.59336233,1319.86816808,disk
6838,GDS_wide2_40,12942.2231497,12400.4222704,2130.91527428,4183.73384807,disk
6839,GDS_wide2_400,370.449960669,464.535254118,215.982991496,239.281559358,spheroid
6840,GDS_wide2_4002,1201.53149304,1270.04367371,725.069867012,625.14021076,disk
6841,GDS_wide2_4003,209.252860819,292.6362948,444.064436109,399.104152735,spheroid
6842,GDS_wide2_4004,1327.66807723,884.417201715,277.58189368,480.525483844,disk
6843,GDS_wide2_4006,501.301343748,553.640762471,599.321825663,420.809174573,disk
6844,GDS_wide2_4007,213.348875665,218.406341954,218.491423729,171.376681618,disk
6845,GDS_wide2_4013,1676.91160346,1739.14738246,510.504963663,739.880245171,disk
6846,GDS_wide2_4022,343.342317871,357.203198566,147.368162193,197.95688298,disk
6848,GDS_wide2_4041,542.284470849,766.924532585,413.848905371,430.008591568,spheroid
6850,GDS_wide2_4048,565.752744838,626.241720942,532.213048199,360.296185169,disk
6851,GDS_wide2_4049,615.63855001,712.952796778,888.669275582,665.162708419,spheroid
6852,GDS_wide2_4054,1349.34596983,1524.97004805,1354.89520706,1337.30775338,disk
6853,GDS_wide2_4056,2416.71317232,2847.9076543,1502.68950683,1634.0719682,disk
6854,GDS_wide2_4059,1011.83124365,1138.7970576,1510.84262973,1471.56772855,irregular
6855,GDS_wide2_406,353.492724666,337.491096606,271.801066397,163.139238354,disk
6856,GDS_wide2_4061,749.747154347,936.445323458,440.451482297,476.110307662,disk
6857,GDS_wide2_4063,327.029828977,414.859546384,348.43028556,285.728651628,disk
6858,GDS_wide2_4067,398.035974236,366.288180434,261.394753666,188.87431255,irregular
6860,GDS_wide2_4075,215.53001357,222.645454997,328.930166099,202.788488571,irregular
6861,GDS_wide2_4088,2443.82574104,2619.33956185,2439.14599188,2101.0961049,disk
6862,GDS_wide2_409,466.891385282,554.96721286,238.293300927,239.653466445,spheroid
6863,GDS_wide2_4092,5218.1210752,6498.1238125,2037.24501147,3960.15699276,pointsource
6864,GDS_wide2_4096,14119.7431553,14384.5737378,2775.8527077,5426.49078609,disk
6865,GDS_wide2_4097,236.694217221,183.689953103,289.865718898,176.331373466,disk
6866,GDS_wide2_4098,373.768130797,480.886913325,475.769483491,307.638878884,spheroid
6867,GDS_wide2_4104,1522.35335594,1563.86861281,458.638379619,767.443078122,disk
6868,GDS_wide2_4115,397.295115623,607.945420633,344.310063605,443.08086933,disk
6869,GDS_wide2_4120,16245.1716289,19217.1314199,6011.69265378,13459.5400237,pointsource
6870,GDS_wide2_4121,2429.76933174,2207.67015271,637.7960487,1285.63234973,spheroid
6871,GDS_wide2_413,428.184653605,447.18636815,200.478022108,212.591675821,spheroid
6872,GDS_wide2_4136,343.004582156,283.077910269,185.598779188,259.962503895,spheroid
6873,GDS_wide2_414,1786.67080282,1721.12166748,858.401144156,555.129761767,disk
6874,GDS_wide2_4143,395.994204906,382.727693084,198.88217918,204.372617098,spheroid
6876,GDS_wide2_4145,1827.54543172,1367.39679768,1274.87237889,699.072330517,spheroid
6877,GDS_wide2_4149,309.418217851,320.94924584,301.019733799,276.816741062,irregular
6878,GDS_wide2_415,8859.10033975,7966.73095131,1552.31087481,2986.18769153,irregular
6879,GDS_wide2_4150,203.674979523,207.397898791,256.90169949,221.354584209,disk
6880,GDS_wide2_4151,2752.11835871,2757.22650323,1747.91671011,1437.47593139,spheroid
6881,GDS_wide2_4154,943.131356445,1270.22386025,843.057645855,819.259393339,disk
6882,GDS_wide2_4156,569.253946676,608.760178388,597.29094316,315.374412956,disk
6883,GDS_wide2_4157,242.955772486,264.74327,241.815218784,249.609223159,disk
6884,GDS_wide2_4159,314.715914624,303.460969774,325.48919219,227.177621866,disk
6885,GDS_wide2_4166,717.920975541,547.358456401,58.3133324749,123.302407661,spheroid
6886,GDS_wide2_4167,1476.8283321,1552.15951689,847.133648867,855.072866806,disk
6887,GDS_wide2_4170,519.912667153,411.603095174,157.550859268,193.334885177,irregular
6888,GDS_wide2_4174,2502.47888754,3328.73316126,291.35153543,1125.25569559,pointsource
6889,GDS_wide2_4179,2557.77001167,2086.9925763,703.971279933,1358.78335211,spheroid
6891,GDS_wide2_4186,32.2907965763,21.6754936944,690.601149977,383.287320215,spheroid
6892,GDS_wide2_4188,4345.45462294,5747.47110654,2582.85041116,2857.70788618,disk
6893,GDS_wide2_419,852.13143287,710.695787359,380.497875788,347.631499574,spheroid
6894,GDS_wide2_4196,890.576733457,868.472861695,733.904219284,763.337020832,disk
6895,GDS_wide2_42,377.832494155,394.113922167,22.2373585405,95.5962880002,disk
6897,GDS_wide2_4213,368.494547533,357.547276638,253.648862574,203.226045692,irregular
6898,GDS_wide2_4221,437.33000413,369.55331258,204.755985706,320.07814007,disk
6899,GDS_wide2_4224,5553.23283783,4650.63385545,2099.52643316,3147.40943003,disk
6900,GDS_wide2_4228,302.036289319,340.179271035,326.536208026,289.352922223,spheroid
6902,GDS_wide2_425,4581.75831636,5176.40000053,3203.25567961,2792.20679124,disk
6903,GDS_wide2_4258,5783.34596276,8111.05949086,5974.31738759,4004.1768584,pointsource
6904,GDS_wide2_426,925.657088684,1168.92503004,943.897773982,648.532807681,spheroid
6905,GDS_wide2_4268,16431.9646675,19665.1123054,7697.13065174,13647.0430369,pointsource
6906,GDS_wide2_4269,1650.3868445,1574.85187247,411.115153005,552.42717681,disk
6907,GDS_wide2_427,349.139717734,277.418978038,259.038415291,150.386643277,spheroid
6908,GDS_wide2_4285,78368.5002664,112257.412108,68220.9945798,61676.1202097,pointsource
6909,GDS_wide2_429,1401.78495932,1744.31195216,1598.50730502,928.773063022,spheroid
6911,GDS_wide2_4293,255.38863571,218.474623735,249.474567796,149.933022916,disk
6912,GDS_wide2_430,552.852292161,663.095414061,354.599605432,304.079660782,disk
6917,GDS_wide2_431,833.247422841,859.470399445,301.159890244,427.821002811,spheroid
6918,GDS_wide2_4311,235.116635185,211.188241712,239.789042307,329.092407237,irregular
6919,GDS_wide2_4316,301.297366357,404.525258237,313.86900403,271.035252604,spheroid
6920,GDS_wide2_4326,639.918219201,723.785613245,517.213282625,264.061246933,spheroid
6921,GDS_wide2_4330,540.935968245,429.322250201,449.598592198,300.428127836,disk
6922,GDS_wide2_4333,294.966304768,345.308241538,549.069171887,472.010264811,disk
6923,GDS_wide2_4358,327.170480366,286.664596463,371.782251237,313.280381288,pointsource
6924,GDS_wide2_436,882.778143902,951.553315349,351.189439147,444.622769143,disk
6925,GDS_wide2_4363,519.629930392,619.438522412,447.824635619,452.624554299,spheroid
6926,GDS_wide2_4369,620.870043587,804.677783898,1392.60413913,615.209329902,disk
6927,GDS_wide2_437,815.70144526,958.717752567,577.777888173,473.181586592,irregular
6928,GDS_wide2_4371,1977.63232816,2354.62432945,1141.58765042,1357.46424009,spheroid
6929,GDS_wide2_4376,4577.58725244,4248.58181097,4130.45045505,3171.45021155,disk
6930,GDS_wide2_4378,124038.006224,153423.312926,15588.7952624,44246.0293878,pointsource
6931,GDS_wide2_438,216.05452263,201.341897979,219.637407217,104.124210933,spheroid
6932,GDS_wide2_4385,306.783658241,261.918850154,390.475776392,281.911759527,disk
6933,GDS_wide2_4388,213.050155521,202.429571848,146.124794466,169.90087266,disk
6934,GDS_wide2_439,1841.37740718,1993.10924265,1492.14120506,1325.49758049,disk
6935,GDS_wide2_4390,2447.21129313,2042.9241185,209.973447833,744.791495799,spheroid
6936,GDS_wide2_4399,1628.85515755,2001.57987035,706.597404719,852.504736057,disk
6937,GDS_wide2_4408,5383.9674147,5304.92465059,3793.84055416,4037.81042063,disk
