,ID,ClSph,ClDk,ClIr,ClPS,ClUn
5584,GDS_wide2_1311,0.5,0.25,0.0,0.25,0.0
5585,GDS_wide2_13133,0.0,0.333333333333,0.666666666667,0.0,0.0
5586,GDS_wide2_1319,0.0,0.5,0.5,0.0,0.0
5587,GDS_wide2_132,0.375,0.375,0.25,0.0,0.0
5588,GDS_wide2_1322,0.0,0.0,1.0,0.0,0.0
5589,GDS_wide2_1324,0.125,0.875,0.0,0.0,0.0
5590,GDS_wide2_1326,0.25,0.125,0.0,0.625,0.0
5591,GDS_wide2_1327,0.0,0.0,0.0,1.0,0.0
5592,GDS_wide2_133,0.25,0.625,0.125,0.0,0.0
5593,GDS_wide2_1330,0.5,0.375,0.125,0.0,0.0
5594,GDS_wide2_1332,0.0,0.875,0.0,0.125,0.0
5595,GDS_wide2_13325,0.5,0.0,0.5,0.0,0.0
5596,GDS_wide2_13337,0.5,0.5,0.0,0.0,0.0
5597,GDS_wide2_1334,0.0,0.375,0.625,0.0,0.0
5598,GDS_wide2_1336,0.0,1.0,0.0,0.0,0.0
5599,GDS_wide2_1337,0.25,0.0,0.5,0.25,0.0
5600,GDS_wide2_1338,0.0,0.5,0.5,0.0,0.0
5601,GDS_wide2_13405,0.25,0.75,0.0,0.0,0.0
5602,GDS_wide2_1341,0.125,0.875,0.0,0.0,0.0
5603,GDS_wide2_1343,0.0,1.0,0.0,0.0,0.0
5604,GDS_wide2_1344,0.0,0.625,0.125,0.25,0.0
5605,GDS_wide2_1345,0.375,0.0,0.0,0.625,0.0
5606,GDS_wide2_13455,0.0,0.875,0.125,0.0,0.0
5607,GDS_wide2_1348,0.625,0.0,0.0,0.375,0.0
5608,GDS_wide2_13484,0.0,0.75,0.25,0.0,0.0
5609,GDS_wide2_13514,0.125,0.875,0.0,0.0,0.0
5610,GDS_wide2_1352,0.0,0.625,0.375,0.0,0.0
5611,GDS_wide2_1353,0.375,0.625,0.0,0.0,0.0
5612,GDS_wide2_13535,0.875,0.125,0.0,0.0,0.0
5613,GDS_wide2_13549,0.0,0.0,0.0,1.0,0.0
5614,GDS_wide2_1356,0.0,0.875,0.125,0.0,0.0
5615,GDS_wide2_13563,0.0,0.333333333333,0.666666666667,0.0,0.0
5616,GDS_wide2_1358,0.0,1.0,0.0,0.0,0.0
5617,GDS_wide2_1359,0.0,0.25,0.75,0.0,0.0
5618,GDS_wide2_13601,0.0,0.25,0.75,0.0,0.0
5619,GDS_wide2_13606,0.75,0.25,0.0,0.0,0.0
5620,GDS_wide2_13616,0.666666666667,0.0,0.0,0.333333333333,0.0
5621,GDS_wide2_1362,0.0,0.125,0.875,0.0,0.0
5622,GDS_wide2_1364,0.0,1.0,0.0,0.0,0.0
5623,GDS_wide2_1367,0.5,0.25,0.125,0.125,0.0
5624,GDS_wide2_13680,0.0,0.0,0.25,0.0,0.75
5625,GDS_wide2_13713,0.0,0.833333333333,0.166666666667,0.0,0.0
5626,GDS_wide2_1373,0.25,0.125,0.625,0.0,0.0
5627,GDS_wide2_13743,0.0,0.333333333333,0.666666666667,0.0,0.0
5628,GDS_wide2_1375,0.125,0.75,0.125,0.0,0.0
5629,GDS_wide2_1377,0.5,0.0,0.0,0.5,0.0
5630,GDS_wide2_13772,0.333333333333,0.666666666667,0.0,0.0,0.0
5631,GDS_wide2_13780,0.0,1.0,0.0,0.0,0.0
5632,GDS_wide2_13785,0.0,0.666666666667,0.333333333333,0.0,0.0
5633,GDS_wide2_1379,0.0,1.0,0.0,0.0,0.0
5634,GDS_wide2_13794,0.125,0.0,0.0,0.875,0.0
5635,GDS_wide2_1380,0.375,0.375,0.0,0.25,0.0
5636,GDS_wide2_13801,0.0,1.0,0.0,0.0,0.0
5637,GDS_wide2_13802,0.0,0.375,0.625,0.0,0.0
5638,GDS_wide2_13831,0.75,0.25,0.0,0.0,0.0
5639,GDS_wide2_1385,0.75,0.25,0.0,0.0,0.0
5640,GDS_wide2_13852,0.625,0.375,0.0,0.0,0.0
5641,GDS_wide2_1386,0.0,0.875,0.125,0.0,0.0
5642,GDS_wide2_13862,0.125,0.875,0.0,0.0,0.0
5643,GDS_wide2_1387,0.291666666667,0.166666666667,0.541666666667,0.0,0.0
5644,GDS_wide2_13884,0.0,1.0,0.0,0.0,0.0
5645,GDS_wide2_13886,0.833333333333,0.166666666667,0.0,0.0,0.0
5646,GDS_wide2_13891,0.0,0.666666666667,0.333333333333,0.0,0.0
5647,GDS_wide2_13896,0.0,0.5,0.5,0.0,0.0
5648,GDS_wide2_139,0.0,0.75,0.25,0.0,0.0
5649,GDS_wide2_1390,0.25,0.75,0.0,0.0,0.0
5650,GDS_wide2_13902,0.0,0.25,0.75,0.0,0.0
5651,GDS_wide2_13903,0.375,0.375,0.25,0.0,0.0
5652,GDS_wide2_13915,0.75,0.25,0.0,0.0,0.0
5653,GDS_wide2_13918,0.0,0.375,0.625,0.0,0.0
5654,GDS_wide2_1392,0.166666666667,0.833333333333,0.0,0.0,0.0
5655,GDS_wide2_1393,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5656,GDS_wide2_13933,0.166666666667,0.833333333333,0.0,0.0,0.0
5657,GDS_wide2_13947,0.0,1.0,0.0,0.0,0.0
5658,GDS_wide2_13951,0.0,1.0,0.0,0.0,0.0
5659,GDS_wide2_1399,0.166666666667,0.666666666667,0.166666666667,0.0,0.0
5660,GDS_wide2_1400,0.333333333333,0.666666666667,0.0,0.0,0.0
5661,GDS_wide2_14016,0.625,0.375,0.0,0.0,0.0
5662,GDS_wide2_1402,0.5,0.5,0.0,0.0,0.0
5663,GDS_wide2_14022,0.125,0.875,0.0,0.0,0.0
5664,GDS_wide2_14025,0.0,0.625,0.125,0.0,0.25
5665,GDS_wide2_1404,0.0,1.0,0.0,0.0,0.0
5666,GDS_wide2_14045,0.0,1.0,0.0,0.0,0.0
5667,GDS_wide2_14049,0.5,0.375,0.125,0.0,0.0
5668,GDS_wide2_1405,0.0,1.0,0.0,0.0,0.0
5669,GDS_wide2_14057,0.75,0.25,0.0,0.0,0.0
5670,GDS_wide2_1406,0.333333333333,0.333333333333,0.0,0.0,0.333333333333
5671,GDS_wide2_14066,0.125,0.75,0.125,0.0,0.0
5672,GDS_wide2_1407,0.833333333333,0.166666666667,0.0,0.0,0.0
5673,GDS_wide2_1408,0.166666666667,0.833333333333,0.0,0.0,0.0
5674,GDS_wide2_14106,0.0,1.0,0.0,0.0,0.0
5675,GDS_wide2_1412,0.0,0.0,0.0,0.0,1.0
5676,GDS_wide2_14137,0.583333333333,0.333333333333,0.0833333333333,0.0,0.0
5677,GDS_wide2_14142,0.0,1.0,0.0,0.0,0.0
5678,GDS_wide2_1415,0.5,0.5,0.0,0.0,0.0
5679,GDS_wide2_14159,0.166666666667,0.833333333333,0.0,0.0,0.0
5680,GDS_wide2_1416,0.0,1.0,0.0,0.0,0.0
5681,GDS_wide2_1419,0.444444444444,0.444444444444,0.111111111111,0.0,0.0
5682,GDS_wide2_142,0.0,1.0,0.0,0.0,0.0
5683,GDS_wide2_14201,0.0,1.0,0.0,0.0,0.0
5684,GDS_wide2_14204,0.0,0.25,0.75,0.0,0.0
5685,GDS_wide2_1421,0.0,1.0,0.0,0.0,0.0
5686,GDS_wide2_1423,0.166666666667,0.833333333333,0.0,0.0,0.0
5687,GDS_wide2_14232,0.75,0.0,0.0,0.25,0.0
5688,GDS_wide2_14233,0.5,0.375,0.125,0.0,0.0
5689,GDS_wide2_1424,0.5,0.5,0.0,0.0,0.0
5690,GDS_wide2_14245,0.125,0.875,0.0,0.0,0.0
5691,GDS_wide2_1425,0.5,0.166666666667,0.0,0.333333333333,0.0
5692,GDS_wide2_14257,0.375,0.0,0.0,0.625,0.0
5693,GDS_wide2_14259,0.0,1.0,0.0,0.0,0.0
5694,GDS_wide2_143,0.125,0.5,0.375,0.0,0.0
5695,GDS_wide2_1432,0.666666666667,0.333333333333,0.0,0.0,0.0
5696,GDS_wide2_1433,0.0,1.0,0.0,0.0,0.0
5697,GDS_wide2_14364,0.125,0.875,0.0,0.0,0.0
5698,GDS_wide2_1437,0.166666666667,0.833333333333,0.0,0.0,0.0
5699,GDS_wide2_1439,0.5,0.166666666667,0.0,0.333333333333,0.0
5700,GDS_wide2_14393,0.875,0.0,0.0,0.125,0.0
5701,GDS_wide2_1440,0.5,0.166666666667,0.0,0.333333333333,0.0
5702,GDS_wide2_1441,0.333333333333,0.666666666667,0.0,0.0,0.0
5703,GDS_wide2_14427,0.125,0.625,0.25,0.0,0.0
5704,GDS_wide2_1443,0.0,0.333333333333,0.666666666667,0.0,0.0
5705,GDS_wide2_1444,0.0,1.0,0.0,0.0,0.0
5706,GDS_wide2_14443,0.125,0.75,0.125,0.0,0.0
5707,GDS_wide2_1447,0.0,1.0,0.0,0.0,0.0
5708,GDS_wide2_14480,0.0,1.0,0.0,0.0,0.0
5709,GDS_wide2_14518,0.375,0.0,0.125,0.25,0.25
5710,GDS_wide2_14523,0.375,0.375,0.25,0.0,0.0
5711,GDS_wide2_1453,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5712,GDS_wide2_1454,0.0,0.666666666667,0.333333333333,0.0,0.0
5713,GDS_wide2_14548,0.0,0.0,1.0,0.0,0.0
5714,GDS_wide2_14574,0.0,0.875,0.125,0.0,0.0
5715,GDS_wide2_1459,0.0,1.0,0.0,0.0,0.0
5716,GDS_wide2_146,0.0,0.75,0.25,0.0,0.0
5717,GDS_wide2_14620,0.0,1.0,0.0,0.0,0.0
5718,GDS_wide2_14625,0.458333333333,0.458333333333,0.0833333333333,0.0,0.0
5719,GDS_wide2_1464,0.666666666667,0.333333333333,0.0,0.0,0.0
5720,GDS_wide2_14652,0.0,0.0,0.75,0.0,0.25
5721,GDS_wide2_1467,0.0,1.0,0.0,0.0,0.0
5722,GDS_wide2_14671,0.5,0.375,0.125,0.0,0.0
5723,GDS_wide2_1468,1.0,0.0,0.0,0.0,0.0
5724,GDS_wide2_14689,0.75,0.25,0.0,0.0,0.0
5725,GDS_wide2_1469,0.333333333333,0.0,0.666666666667,0.0,0.0
5726,GDS_wide2_1470,0.0,1.0,0.0,0.0,0.0
5727,GDS_wide2_1473,0.666666666667,0.333333333333,0.0,0.0,0.0
5728,GDS_wide2_1475,0.666666666667,0.333333333333,0.0,0.0,0.0
5729,GDS_wide2_1477,0.0,0.666666666667,0.0,0.0,0.333333333333
5730,GDS_wide2_1481,0.0,1.0,0.0,0.0,0.0
5731,GDS_wide2_14811,0.0,1.0,0.0,0.0,0.0
5732,GDS_wide2_1482,0.666666666667,0.0,0.0,0.333333333333,0.0
5733,GDS_wide2_14827,0.0,0.875,0.125,0.0,0.0
5734,GDS_wide2_1483,0.0,1.0,0.0,0.0,0.0
5735,GDS_wide2_14882,0.5,0.5,0.0,0.0,0.0
5736,GDS_wide2_1489,0.0,1.0,0.0,0.0,0.0
5737,GDS_wide2_149,0.875,0.125,0.0,0.0,0.0
5738,GDS_wide2_1491,0.0,1.0,0.0,0.0,0.0
5739,GDS_wide2_14917,0.0,0.25,0.125,0.0,0.625
5740,GDS_wide2_1495,0.333333333333,0.666666666667,0.0,0.0,0.0
5741,GDS_wide2_1496,0.0,1.0,0.0,0.0,0.0
5742,GDS_wide2_1497,0.0,0.666666666667,0.0,0.333333333333,0.0
5743,GDS_wide2_1500,0.0,1.0,0.0,0.0,0.0
5744,GDS_wide2_1501,0.0,1.0,0.0,0.0,0.0
5745,GDS_wide2_1502,0.0,0.333333333333,0.666666666667,0.0,0.0
5746,GDS_wide2_1503,0.0,1.0,0.0,0.0,0.0
5747,GDS_wide2_1504,0.0,1.0,0.0,0.0,0.0
5748,GDS_wide2_1505,0.5,0.5,0.0,0.0,0.0
5749,GDS_wide2_15055,0.625,0.25,0.0,0.125,0.0
5750,GDS_wide2_1508,0.0,1.0,0.0,0.0,0.0
5751,GDS_wide2_1510,0.0,0.0,0.0,0.0,1.0
5752,GDS_wide2_1511,0.5,0.166666666667,0.0,0.333333333333,0.0
5753,GDS_wide2_1513,0.0,1.0,0.0,0.0,0.0
5754,GDS_wide2_15138,0.75,0.0,0.0,0.25,0.0
5755,GDS_wide2_1514,0.0,1.0,0.0,0.0,0.0
5756,GDS_wide2_1516,0.0,1.0,0.0,0.0,0.0
5757,GDS_wide2_1517,0.0,0.333333333333,0.0,0.0,0.666666666667
5758,GDS_wide2_1519,0.666666666667,0.333333333333,0.0,0.0,0.0
5759,GDS_wide2_1524,0.0,0.666666666667,0.333333333333,0.0,0.0
5760,GDS_wide2_1525,0.333333333333,0.666666666667,0.0,0.0,0.0
5761,GDS_wide2_1528,0.5,0.5,0.0,0.0,0.0
5762,GDS_wide2_1530,0.166666666667,0.833333333333,0.0,0.0,0.0
5763,GDS_wide2_1531,0.0,1.0,0.0,0.0,0.0
5764,GDS_wide2_1532,0.666666666667,0.0,0.0,0.333333333333,0.0
5765,GDS_wide2_1534,0.166666666667,0.833333333333,0.0,0.0,0.0
5766,GDS_wide2_1540,0.0,1.0,0.0,0.0,0.0
5767,GDS_wide2_1543,0.0,0.0,0.0,0.0,1.0
5768,GDS_wide2_1545,0.0,0.833333333333,0.166666666667,0.0,0.0
5769,GDS_wide2_1548,0.166666666667,0.833333333333,0.0,0.0,0.0
5770,GDS_wide2_1549,0.666666666667,0.333333333333,0.0,0.0,0.0
5771,GDS_wide2_155,0.0,0.25,0.75,0.0,0.0
5772,GDS_wide2_1550,0.0,0.0,0.0,0.0,1.0
5773,GDS_wide2_1551,0.166666666667,0.833333333333,0.0,0.0,0.0
5774,GDS_wide2_1552,0.333333333333,0.666666666667,0.0,0.0,0.0
5775,GDS_wide2_1554,0.333333333333,0.666666666667,0.0,0.0,0.0
5776,GDS_wide2_1555,0.0,0.5,0.5,0.0,0.0
5777,GDS_wide2_1556,0.0,0.0,0.666666666667,0.0,0.333333333333
5778,GDS_wide2_1557,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5779,GDS_wide2_1564,0.0,1.0,0.0,0.0,0.0
5780,GDS_wide2_1565,0.166666666667,0.833333333333,0.0,0.0,0.0
5781,GDS_wide2_1566,0.166666666667,0.833333333333,0.0,0.0,0.0
5782,GDS_wide2_1568,0.0,1.0,0.0,0.0,0.0
5783,GDS_wide2_1574,0.0,1.0,0.0,0.0,0.0
5784,GDS_wide2_1577,0.5,0.5,0.0,0.0,0.0
5785,GDS_wide2_1579,0.5,0.5,0.0,0.0,0.0
5786,GDS_wide2_1580,0.0,1.0,0.0,0.0,0.0
5787,GDS_wide2_1583,0.5,0.5,0.0,0.0,0.0
5788,GDS_wide2_1585,0.5,0.166666666667,0.0,0.333333333333,0.0
5789,GDS_wide2_1589,0.833333333333,0.166666666667,0.0,0.0,0.0
5790,GDS_wide2_159,0.25,0.0,0.0,0.75,0.0
5791,GDS_wide2_1590,0.166666666667,0.833333333333,0.0,0.0,0.0
5792,GDS_wide2_1593,0.0,1.0,0.0,0.0,0.0
5793,GDS_wide2_1597,0.0,1.0,0.0,0.0,0.0
5794,GDS_wide2_160,0.0,0.25,0.75,0.0,0.0
5795,GDS_wide2_1601,0.333333333333,0.0,0.0,0.666666666667,0.0
5796,GDS_wide2_1608,0.0,0.5,0.5,0.0,0.0
5797,GDS_wide2_1610,0.5,0.166666666667,0.0,0.333333333333,0.0
5798,GDS_wide2_1611,0.0,0.666666666667,0.333333333333,0.0,0.0
5799,GDS_wide2_1612,0.0,1.0,0.0,0.0,0.0
5800,GDS_wide2_1614,0.0,1.0,0.0,0.0,0.0
5801,GDS_wide2_1616,0.0,1.0,0.0,0.0,0.0
5802,GDS_wide2_1618,0.666666666667,0.333333333333,0.0,0.0,0.0
5803,GDS_wide2_1619,0.0,0.666666666667,0.0,0.0,0.333333333333
5804,GDS_wide2_1620,0.0,1.0,0.0,0.0,0.0
5805,GDS_wide2_1621,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
5806,GDS_wide2_1622,0.166666666667,0.833333333333,0.0,0.0,0.0
5807,GDS_wide2_1624,0.166666666667,0.5,0.333333333333,0.0,0.0
5808,GDS_wide2_1627,0.0,1.0,0.0,0.0,0.0
5809,GDS_wide2_1628,0.0,1.0,0.0,0.0,0.0
5810,GDS_wide2_1630,0.333333333333,0.666666666667,0.0,0.0,0.0
5811,GDS_wide2_1631,0.0,0.0,0.0,0.0,1.0
5812,GDS_wide2_1632,0.0,1.0,0.0,0.0,0.0
5813,GDS_wide2_1635,0.0,1.0,0.0,0.0,0.0
5814,GDS_wide2_1636,0.166666666667,0.833333333333,0.0,0.0,0.0
5815,GDS_wide2_1637,0.5,0.166666666667,0.0,0.333333333333,0.0
5816,GDS_wide2_1638,0.0,0.0,0.0,1.0,0.0
5817,GDS_wide2_1639,0.0,0.666666666667,0.333333333333,0.0,0.0
5818,GDS_wide2_164,0.625,0.375,0.0,0.0,0.0
5819,GDS_wide2_1640,0.0,1.0,0.0,0.0,0.0
5820,GDS_wide2_1641,0.0,1.0,0.0,0.0,0.0
5821,GDS_wide2_1648,0.0,1.0,0.0,0.0,0.0
5822,GDS_wide2_1649,0.333333333333,0.666666666667,0.0,0.0,0.0
5823,GDS_wide2_165,0.0,1.0,0.0,0.0,0.0
5824,GDS_wide2_1658,0.0,1.0,0.0,0.0,0.0
5825,GDS_wide2_1659,0.5,0.5,0.0,0.0,0.0
5826,GDS_wide2_166,0.125,0.875,0.0,0.0,0.0
5827,GDS_wide2_1663,0.0,1.0,0.0,0.0,0.0
5828,GDS_wide2_1664,0.0,0.5,0.5,0.0,0.0
5829,GDS_wide2_1665,0.0,1.0,0.0,0.0,0.0
5830,GDS_wide2_1666,0.0,1.0,0.0,0.0,0.0
5831,GDS_wide2_1667,0.0,0.166666666667,0.833333333333,0.0,0.0
5832,GDS_wide2_1671,0.0,0.333333333333,0.666666666667,0.0,0.0
5833,GDS_wide2_1673,0.0,1.0,0.0,0.0,0.0
5834,GDS_wide2_1675,0.333333333333,0.666666666667,0.0,0.0,0.0
5835,GDS_wide2_1676,0.666666666667,0.0,0.0,0.333333333333,0.0
5836,GDS_wide2_1679,0.5,0.5,0.0,0.0,0.0
5837,GDS_wide2_168,0.5,0.5,0.0,0.0,0.0
5838,GDS_wide2_1681,0.666666666667,0.0,0.0,0.333333333333,0.0
5839,GDS_wide2_1688,0.0,0.333333333333,0.0,0.0,0.666666666667
5840,GDS_wide2_169,0.25,0.75,0.0,0.0,0.0
5841,GDS_wide2_1690,0.5,0.166666666667,0.0,0.333333333333,0.0
5842,GDS_wide2_1691,0.166666666667,0.333333333333,0.5,0.0,0.0
5843,GDS_wide2_1692,0.0,1.0,0.0,0.0,0.0
5844,GDS_wide2_1694,0.333333333333,0.0,0.0,0.666666666667,0.0
5845,GDS_wide2_1696,0.5,0.5,0.0,0.0,0.0
5846,GDS_wide2_1697,0.5,0.166666666667,0.0,0.333333333333,0.0
5847,GDS_wide2_1698,0.0,0.666666666667,0.333333333333,0.0,0.0
5848,GDS_wide2_1699,0.5,0.166666666667,0.0,0.333333333333,0.0
5849,GDS_wide2_1701,0.0,0.666666666667,0.333333333333,0.0,0.0
5850,GDS_wide2_1703,0.0,1.0,0.0,0.0,0.0
5851,GDS_wide2_1705,0.333333333333,0.666666666667,0.0,0.0,0.0
5852,GDS_wide2_1706,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5853,GDS_wide2_1708,0.333333333333,0.666666666667,0.0,0.0,0.0
5854,GDS_wide2_171,0.0,1.0,0.0,0.0,0.0
5855,GDS_wide2_1713,0.5,0.166666666667,0.0,0.333333333333,0.0
5856,GDS_wide2_1714,0.0,1.0,0.0,0.0,0.0
5857,GDS_wide2_1715,0.5,0.5,0.0,0.0,0.0
5858,GDS_wide2_1717,0.333333333333,0.0,0.0,0.666666666667,0.0
5859,GDS_wide2_1721,0.0,1.0,0.0,0.0,0.0
5860,GDS_wide2_1722,0.5,0.5,0.0,0.0,0.0
5861,GDS_wide2_1723,0.0,1.0,0.0,0.0,0.0
5862,GDS_wide2_1724,0.5,0.166666666667,0.0,0.333333333333,0.0
5863,GDS_wide2_1725,0.0,1.0,0.0,0.0,0.0
5864,GDS_wide2_1726,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5865,GDS_wide2_1729,0.0,1.0,0.0,0.0,0.0
5866,GDS_wide2_1732,0.0,1.0,0.0,0.0,0.0
5867,GDS_wide2_1733,0.0,1.0,0.0,0.0,0.0
5868,GDS_wide2_1734,0.0,1.0,0.0,0.0,0.0
5869,GDS_wide2_1735,0.0,0.666666666667,0.0,0.0,0.333333333333
5870,GDS_wide2_1736,0.0,1.0,0.0,0.0,0.0
5871,GDS_wide2_1740,0.0,1.0,0.0,0.0,0.0
5872,GDS_wide2_1741,0.5,0.5,0.0,0.0,0.0
5873,GDS_wide2_1743,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
5874,GDS_wide2_1745,0.666666666667,0.333333333333,0.0,0.0,0.0
5875,GDS_wide2_175,0.0,0.0,1.0,0.0,0.0
5876,GDS_wide2_1751,0.333333333333,0.0,0.0,0.666666666667,0.0
5877,GDS_wide2_1753,0.0,1.0,0.0,0.0,0.0
5878,GDS_wide2_1755,0.0,0.0,1.0,0.0,0.0
5879,GDS_wide2_1758,0.166666666667,0.166666666667,0.0,0.666666666667,0.0
5880,GDS_wide2_1760,0.5,0.5,0.0,0.0,0.0
5881,GDS_wide2_1762,0.833333333333,0.166666666667,0.0,0.0,0.0
5882,GDS_wide2_1766,0.0,0.666666666667,0.333333333333,0.0,0.0
5883,GDS_wide2_1767,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5884,GDS_wide2_1769,0.0,0.5,0.5,0.0,0.0
5885,GDS_wide2_1771,0.833333333333,0.166666666667,0.0,0.0,0.0
5886,GDS_wide2_1772,0.5,0.5,0.0,0.0,0.0
5887,GDS_wide2_1778,0.0,1.0,0.0,0.0,0.0
5888,GDS_wide2_1779,0.333333333333,0.666666666667,0.0,0.0,0.0
5889,GDS_wide2_178,0.0,1.0,0.0,0.0,0.0
5890,GDS_wide2_1780,0.0,1.0,0.0,0.0,0.0
5891,GDS_wide2_1782,0.0,1.0,0.0,0.0,0.0
5892,GDS_wide2_1783,0.0,0.666666666667,0.333333333333,0.0,0.0
5893,GDS_wide2_1784,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
5894,GDS_wide2_1786,0.166666666667,0.833333333333,0.0,0.0,0.0
5895,GDS_wide2_1789,0.333333333333,0.0,0.0,0.666666666667,0.0
5896,GDS_wide2_179,0.5,0.25,0.25,0.0,0.0
5897,GDS_wide2_1790,0.0,1.0,0.0,0.0,0.0
5898,GDS_wide2_1791,1.0,0.0,0.0,0.0,0.0
5899,GDS_wide2_1793,0.333333333333,0.666666666667,0.0,0.0,0.0
5900,GDS_wide2_1794,0.5,0.5,0.0,0.0,0.0
5901,GDS_wide2_1795,0.0,0.666666666667,0.333333333333,0.0,0.0
5902,GDS_wide2_1797,0.166666666667,0.833333333333,0.0,0.0,0.0
5903,GDS_wide2_1798,0.0,0.5,0.5,0.0,0.0
5904,GDS_wide2_180,0.125,0.0,0.25,0.0,0.625
5905,GDS_wide2_1803,0.0,0.0,0.0,1.0,0.0
5906,GDS_wide2_1804,0.5,0.5,0.0,0.0,0.0
5907,GDS_wide2_1806,0.5,0.5,0.0,0.0,0.0
5908,GDS_wide2_1807,0.0,1.0,0.0,0.0,0.0
5909,GDS_wide2_1808,0.833333333333,0.166666666667,0.0,0.0,0.0
5910,GDS_wide2_1809,0.666666666667,0.0,0.0,0.333333333333,0.0
5911,GDS_wide2_181,0.0,0.75,0.25,0.0,0.0
5912,GDS_wide2_1810,1.0,0.0,0.0,0.0,0.0
5913,GDS_wide2_1817,0.0,1.0,0.0,0.0,0.0
5914,GDS_wide2_1818,0.875,0.125,0.0,0.0,0.0
5915,GDS_wide2_1819,0.0,1.0,0.0,0.0,0.0
5916,GDS_wide2_1822,0.375,0.625,0.0,0.0,0.0
5917,GDS_wide2_183,0.875,0.125,0.0,0.0,0.0
5918,GDS_wide2_1830,0.75,0.25,0.0,0.0,0.0
5919,GDS_wide2_1832,0.0,0.75,0.25,0.0,0.0
5920,GDS_wide2_1833,0.125,0.5,0.125,0.25,0.0
5921,GDS_wide2_1837,0.5,0.25,0.0,0.25,0.0
5922,GDS_wide2_184,0.5,0.5,0.0,0.0,0.0
5923,GDS_wide2_1840,0.0,1.0,0.0,0.0,0.0
5924,GDS_wide2_1841,0.125,0.75,0.125,0.0,0.0
5925,GDS_wide2_1845,0.125,0.875,0.0,0.0,0.0
5926,GDS_wide2_1846,0.0,0.0,0.0,1.0,0.0
5927,GDS_wide2_1847,0.0,0.875,0.125,0.0,0.0
5928,GDS_wide2_1848,0.125,0.125,0.75,0.0,0.0
5929,GDS_wide2_185,0.25,0.75,0.0,0.0,0.0
5930,GDS_wide2_1850,0.0,0.875,0.125,0.0,0.0
5931,GDS_wide2_1851,0.0,0.75,0.25,0.0,0.0
5932,GDS_wide2_1852,0.125,0.625,0.25,0.0,0.0
5933,GDS_wide2_1853,0.0,1.0,0.0,0.0,0.0
5934,GDS_wide2_1856,0.0,0.625,0.375,0.0,0.0
5935,GDS_wide2_1858,0.375,0.0,0.0,0.625,0.0
5936,GDS_wide2_1859,0.625,0.375,0.0,0.0,0.0
5937,GDS_wide2_186,0.0,0.0,1.0,0.0,0.0
5938,GDS_wide2_1863,0.25,0.75,0.0,0.0,0.0
5939,GDS_wide2_1865,0.5,0.25,0.0,0.25,0.0
5940,GDS_wide2_1866,0.125,0.625,0.25,0.0,0.0
5941,GDS_wide2_187,0.0,0.0,0.375,0.125,0.5
5942,GDS_wide2_1870,0.25,0.75,0.0,0.0,0.0
5943,GDS_wide2_1872,0.625,0.25,0.125,0.0,0.0
5944,GDS_wide2_1875,0.0,0.625,0.375,0.0,0.0
5945,GDS_wide2_1876,0.0,1.0,0.0,0.0,0.0
5946,GDS_wide2_1878,0.0,0.375,0.625,0.0,0.0
5947,GDS_wide2_188,0.5,0.0,0.5,0.0,0.0
5948,GDS_wide2_1881,0.0,0.875,0.125,0.0,0.0
5949,GDS_wide2_1882,0.25,0.25,0.0,0.5,0.0
5950,GDS_wide2_1885,0.0,0.5,0.5,0.0,0.0
5951,GDS_wide2_1887,0.0,0.0,0.0,1.0,0.0
5952,GDS_wide2_1888,0.0,0.75,0.25,0.0,0.0
5953,GDS_wide2_1890,0.5,0.125,0.0,0.375,0.0
5954,GDS_wide2_1896,0.0,0.625,0.125,0.0,0.25
5955,GDS_wide2_1897,0.125,0.875,0.0,0.0,0.0
5956,GDS_wide2_190,0.0,0.5,0.5,0.0,0.0
5957,GDS_wide2_1900,0.0,0.75,0.0,0.25,0.0
5958,GDS_wide2_1901,0.125,0.375,0.5,0.0,0.0
5959,GDS_wide2_1902,0.0,0.75,0.25,0.0,0.0
5960,GDS_wide2_1908,0.0,0.625,0.375,0.0,0.0
5961,GDS_wide2_1909,0.0,0.625,0.375,0.0,0.0
5962,GDS_wide2_1910,0.625,0.0,0.0,0.375,0.0
5963,GDS_wide2_1911,0.125,0.875,0.0,0.0,0.0
5964,GDS_wide2_1912,0.125,0.625,0.25,0.0,0.0
5965,GDS_wide2_1916,0.0,0.375,0.625,0.0,0.0
5966,GDS_wide2_1917,0.25,0.625,0.125,0.0,0.0
5967,GDS_wide2_1918,0.0,0.5,0.5,0.0,0.0
5968,GDS_wide2_1923,0.0,0.5,0.5,0.0,0.0
5969,GDS_wide2_1924,0.5,0.5,0.0,0.0,0.0
5970,GDS_wide2_1925,0.0,0.0,0.0,1.0,0.0
5971,GDS_wide2_193,0.25,0.25,0.5,0.0,0.0
5972,GDS_wide2_1931,0.125,0.625,0.25,0.0,0.0
5973,GDS_wide2_1933,0.5,0.375,0.125,0.0,0.0
